ProteinID	Annotation	IPR	GO	Superfamily	Transcript	TPM	Expression	Total_Peptide	Unique_Peptide
g228.t1	Major vault protein	IPR002499,IPR021870,IPR039059,IPR040989,IPR041134,IPR041136,IPR041139	None	None	False	None	False	None	None
g229.t1	condensin subunit 1, putative	IPR005612,IPR011501,IPR016024,IPR016903	None	SSF48371	False	None	False	None	None
g230.t1	Dynein regulatory complex subunit 4	IPR025593,IPR039308	GO:0008017,GO:0031267,GO:0031514,GO:0048870	None	False	None	False	None	None
g231.t1	hypothetical protein	None	None	None	False	None	False	None	None
g232.t1	FAZ-tip-localizing protein required for cytokinesis	None	None	None	False	None	False	None	None
g233.t1	60S ribosomal protein L37a	IPR002674,IPR011332	GO:0003735,GO:0005840,GO:0006412	SSF57829	False	None	False	None	None
g234.t1	Chaperonin HSP60, mitochondrial	IPR001844,IPR002423,IPR027413	GO:0005524,GO:0016887,GO:0042026	SSF48592	False	None	False	None	None
g235.t1	Chaperonin HSP60, mitochondrial	IPR001844,IPR002423,IPR018370,IPR027409,IPR027410,IPR027413	GO:0005524,GO:0006457,GO:0016887,GO:0042026	SSF48592,SSF52029,SSF54849	False	None	False	None	None
g236.t1	Chaperonin HSP60, mitochondrial	IPR001844,IPR002423,IPR018370,IPR027409,IPR027410,IPR027413	GO:0005524,GO:0006457,GO:0016887,GO:0042026	SSF48592,SSF52029,SSF54849	False	None	False	None	None
g237.t1	Chaperonin HSP60, mitochondrial	IPR001844,IPR002423,IPR018370,IPR027409,IPR027410,IPR027413	GO:0005524,GO:0006457,GO:0016887,GO:0042026	SSF48592,SSF52029,SSF54849	False	None	False	None	None
g238.t1	DNA mismatch repair protein MutS	IPR000432,IPR007695,IPR007696,IPR016151,IPR017261,IPR027417,IPR036187	GO:0005524,GO:0006298,GO:0030983	SSF48334,SSF52540,SSF55271	False	None	False	None	None
g239.t1	membrane-associated protein, putative	IPR007074	None	None	False	None	False	None	None
g240.t1	PIF1 helicase-like protein	IPR006571	None	None	False	None	False	None	None
g241.t1	Phosphomannomutase	IPR005002,IPR006379,IPR036412	GO:0004615,GO:0009298	SSF56784	False	None	False	None	None
g242.t1	hypothetical protein	IPR016024	None	SSF48371	False	None	False	None	None
g243.t1	KIAA1430-like protein, putative	IPR029488,IPR038791	None	None	False	None	False	None	None
g244.t1	Chaperonin HSP60, mitochondrial	IPR001844,IPR002423,IPR018370,IPR027409,IPR027410,IPR027413	GO:0005524,GO:0006457,GO:0016887,GO:0042026	SSF48592,SSF52029,SSF54849	False	None	False	None	None
g245.t1	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase	IPR007873	GO:0000030	None	False	None	False	None	None
g246.t1	serine/threonine protein phosphatase, putative	IPR004843,IPR006186	GO:0016787	SSF56300	False	None	False	None	None
g247.t1	protein kinase	IPR000719,IPR008271,IPR011009,IPR038765	GO:0004672,GO:0005524,GO:0006468	SSF54001,SSF56112	False	None	False	None	None
g248.t1	hypothetical protein	IPR002763,IPR036520	None	SSF117396	False	None	False	None	None
g249.t1	Stress-induced-phosphoprotein 1	IPR011990,IPR013026,IPR013105,IPR019734	GO:0005515	SSF48452	False	None	False	None	None
g250.t1	hypothetical protein	IPR002048,IPR011992,IPR018247	GO:0005509	SSF47473	False	None	False	None	None
g251.t1	Protein DENND6B	IPR024224,IPR037516	GO:0005085	None	False	None	False	None	None
g252.t1	hypothetical protein	IPR000182,IPR016181	GO:0008080	SSF55729	False	None	False	None	None
g253.t1	hypothetical protein	None	None	None	False	None	False	None	None
g254.t1	ATP-dependent RNA helicase dbp2	IPR000629,IPR001650,IPR011545,IPR014001,IPR014014,IPR027417	GO:0003676,GO:0004386,GO:0005524	SSF52540	False	None	False	None	None
g255.t1	Suppressor of disruption of TFIIS	IPR036412	None	SSF56784	False	None	False	None	None
g256.t1	transmembrane emp24 domain-containing protein	IPR009038,IPR015720	None	None	False	None	False	None	None
g257.t1	Protein BUD31 homolog	IPR001748	GO:0005634	None	False	None	False	None	None
g258.t1	Dynein light chain	IPR001372,IPR037177	GO:0007017,GO:0030286	SSF54648	False	None	False	None	None
g259.t1	tRNA (cytosine(34)-C(5))-methyltransferase	IPR001678,IPR023267,IPR023270,IPR029063	GO:0001510,GO:0008168,GO:0016428	SSF53335	False	None	False	None	None
g260.t1	EEF1A lysine methyltransferase 4	IPR029063	None	SSF53335	False	None	False	None	None
g261.t1	Plasma-membrane choline transporter, putative	IPR007603	GO:0022857,GO:0055085	None	False	None	False	None	None
g262.t1	BRCA1 C Terminus (BRCT) domain containing protein, putative	IPR001357,IPR036420	None	SSF52113	False	None	False	None	None
g263.t1	sec1-like protein	IPR001619,IPR036045	GO:0016192	SSF56815	False	None	False	None	None
g264.t1	Gamma-tubulin complex component 3-like protein	IPR007259,IPR041470	GO:0000226,GO:0000922,GO:0005815,GO:0007020,GO:0043015	None	False	None	False	None	None
g265.t1	Developmentally-regulated GTP-binding protein 1	IPR004095,IPR005225,IPR006073,IPR006074,IPR012676,IPR027417,IPR031167,IPR031662	GO:0005525	SSF52540,SSF81271	False	None	False	None	None
g266.t1	guanylate kinase	IPR008144,IPR008145,IPR027417	None	SSF52540	False	None	False	None	None
g267.t1	Bardet-Biedl syndrome 4 protein homolog	IPR011990,IPR013026,IPR019734,IPR028786	GO:0005515	SSF48452	False	None	False	None	None
g268.t1	hypothetical protein	None	None	None	False	None	False	None	None
g269.t1	Mitochondrial ribosomal protein S18, putative	IPR036870	None	SSF46911	False	None	False	None	None
g270.t1	tyrosine aminotransferase	IPR004839,IPR015424	GO:0009058,GO:0030170	SSF53383	False	None	False	None	None
g271.t1	Glyceraldehyde-3-phosphate dehydrogenase, cytosolic	IPR006424,IPR020828,IPR020829,IPR020830,IPR020831,IPR036291	GO:0006006,GO:0016620,GO:0050661,GO:0051287	SSF51735,SSF55347	False	None	False	None	None
g272.t1	tyrosine aminotransferase	IPR004838,IPR004839,IPR005957,IPR005958,IPR015424	GO:0003824,GO:0004838,GO:0006520,GO:0008483,GO:0009058,GO:0009072,GO:0030170	SSF53383	False	None	False	None	None
g273.t1	tyrosine aminotransferase, putative	IPR004839,IPR005958,IPR015424	GO:0006520,GO:0008483,GO:0009058,GO:0030170	SSF53383	False	None	False	None	None
g274.t1	base J-associated glucosyltransferase	None	None	None	False	None	False	None	None
g275.t1	Cycloartenol-C-24-methyltransferase	IPR013216,IPR013705,IPR029063,IPR030384	GO:0006694,GO:0008168	SSF53335	False	None	False	None	None
g276.t1	hypothetical protein	IPR002048	GO:0005509	None	False	None	False	None	None
g277.t1	Cullin family/Cullin protein neddylation domain containing protein, putative	IPR019559,IPR036317,IPR036390	None	SSF46785,SSF75632	False	None	False	None	None
g278.t1	dipeptidyl-peptidase 8-like serine peptidase	IPR001375,IPR002469,IPR029058	GO:0006508,GO:0008236	SSF53474,SSF82171	False	None	False	None	None
g279.t1	caltractin	IPR011992	None	SSF47473	False	None	False	None	None
g280.t1	hypothetical protein	None	None	None	False	None	False	None	None
g281.t1	hypothetical protein	IPR037753	GO:0008180	None	False	None	False	None	None
g282.t1	acid phosphatase, putative	IPR000560,IPR029033	None	SSF53254	False	None	False	None	None
g283.t1	GPI-anchored surface protein, putative	None	None	None	False	None	False	None	None
g284.t1	chromatin assembly factor 1 subunit B, putative	IPR001680,IPR017986,IPR031120,IPR036322	GO:0005515,GO:0005634,GO:0006325,GO:0006351	SSF50978	False	None	False	None	None
g285.t1	nucleoporin interacting component (NUP93)	IPR007231	GO:0005643,GO:0017056	None	False	None	False	None	None
g286.t1	small nuclear RNA-activating protein	IPR019188	None	None	False	None	False	None	None
g287.t1	ATP-dependent DEAD/H RNA helicase	IPR001650,IPR011545,IPR014001,IPR027417	GO:0003676,GO:0005524	SSF52540	False	None	False	None	None
g288.t1	Inositol-3-phosphate synthase 1-A	IPR002587,IPR013021,IPR036291	GO:0004512,GO:0006021,GO:0008654	SSF51735,SSF55347	False	None	False	None	None
g289.t1	hypothetical protein	None	None	None	False	None	False	None	None
g290.t1	Receptor-type adenylate cyclase GRESAG 4.3	IPR001054,IPR028081,IPR028082,IPR029787	GO:0009190,GO:0035556	SSF53822,SSF55073	False	None	False	None	None
g291.t1	Ubiquitin-conjugating enzyme E2 35	IPR000608,IPR016135,IPR023313	None	SSF54495	False	None	False	None	None
g292.t1	hypothetical protein	None	None	None	False	None	False	None	None
g293.t1	Tir chaperone protein (CesT) family	IPR001478,IPR010261,IPR029071,IPR036034	GO:0005515,GO:0030254	SSF50156,SSF54236,SSF69635	False	None	False	None	None
g294.t1	hypothetical protein	None	None	None	False	None	False	None	None
g295.t1	60S ribosomal protein L10-A	IPR001197,IPR016180,IPR018255,IPR036920	GO:0003735,GO:0005840,GO:0006412	SSF54686	False	None	False	None	None
g296.t1	Nascent polypeptide-associated complex subunit alpha	IPR002715,IPR016641	GO:0005854	None	False	None	False	None	None
g297.t1	heat shock protein, putative	IPR019396	None	None	False	None	False	None	None
g298.t1	hypothetical protein	None	None	None	False	None	False	None	None
g299.t1	Pescadillo homolog	IPR001357,IPR010613,IPR036420	GO:0005730,GO:0042254	SSF52113	False	None	False	None	None
g300.t1	Peptide deformylase 2, putative	IPR023635,IPR036821	GO:0042586	SSF56420	False	None	False	None	None
g301.t1	rhomboid-like protein, putative,serine peptidase, Clan S-, family S54, putative	IPR022764	GO:0004252,GO:0016021	SSF144091	False	None	False	None	None
g302.t1	mitochondrial ribosomal protein l30	IPR036919	None	SSF55129	False	None	False	None	None
g303.t1	hypothetical protein	IPR019734	GO:0005515	None	False	None	False	None	None
g304.t1	Skp1 family, tetramerisation domain containing protein	IPR001232,IPR011333	GO:0006511	SSF54695	False	None	False	None	None
g305.t1	Cytochrome c oxidase biogenesis protein Cmc1 like, putative	None	None	None	False	None	False	None	None
g306.t1	chaperone DNAJ protein, putative	IPR001305,IPR001623,IPR002939,IPR008971,IPR012724,IPR018253,IPR036410,IPR036869	GO:0005524,GO:0006457,GO:0009408,GO:0031072,GO:0051082	SSF46565,SSF49493,SSF57938	False	None	False	None	None
g307.t1	60S ribosomal protein L10-A	IPR001197,IPR016180,IPR018255,IPR036920	GO:0003735,GO:0005840,GO:0006412	SSF54686	False	None	False	None	None
g308.t1	UMP-CMP kinase	IPR000850,IPR027417,IPR033690	GO:0005524,GO:0006139,GO:0019205	SSF52540	False	None	False	None	None
g309.t1	hypothetical protein	None	None	None	False	None	False	None	None
g310.t1	hypothetical protein	None	None	None	False	None	False	None	None
g311.t1	H(+)/Cl(-) exchange transporter 7	IPR000644,IPR001807,IPR014743	GO:0005247,GO:0006821,GO:0016020,GO:0055085	SSF54631,SSF81340	False	None	False	None	None
g312.t1	rRNA biogenesis protein RRP36, putative	IPR009292	GO:0000469	None	False	None	False	None	None
g313.t1	COPI associated protein, putative	IPR013714	None	None	False	None	False	None	None
g314.t1	hypothetical protein	None	None	None	False	None	False	None	None
g315.t1	hypothetical protein	None	None	None	False	None	False	None	None
g316.t1	hypothetical protein	None	None	None	False	None	False	None	None
g317.t1	ankyrin	IPR002110,IPR020683,IPR036770	GO:0005515	SSF48403	False	None	False	None	None
g318.t1	Probable proton ATPase 1B	IPR001757,IPR004014,IPR006534,IPR008250,IPR018303,IPR023298,IPR023299,IPR036412,IPR044492	GO:0000166,GO:0005524,GO:0008553,GO:0016021,GO:0016887,GO:0120029	SSF56784,SSF81653,SSF81660,SSF81665	False	None	False	None	None
g319.t1	hypothetical protein	None	None	None	False	None	False	None	None
g320.t1	rho-like GTP binding protein	IPR001806,IPR003578,IPR027417	GO:0003924,GO:0005525,GO:0007264	SSF52540	False	None	False	None	None
g321.t1	Protein SCO1 homolog, mitochondrial	IPR003782,IPR017276,IPR036249	GO:0005507,GO:0005743,GO:0006878,GO:0008535,GO:0016531	SSF52833	False	None	False	None	None
g322.t1	unnamed protein product	None	None	None	False	None	False	None	None
g323.t1	Fructose-1,6-bisphosphatase, cytosolic	IPR000146,IPR028343,IPR033391,IPR044015	GO:0005975,GO:0016791,GO:0042132	SSF56655	False	None	False	None	None
g324.t1	Double RNA binding domain protein 3	IPR000504,IPR035979	GO:0003676	SSF54928	False	None	False	None	None
g325.t1	hypothetical protein	None	None	None	False	None	False	None	None
g326.t1	Nucleotidyltransferase lcsQ	IPR002646,IPR032828,IPR043519	GO:0003723,GO:0006396,GO:0016779	SSF81301,SSF81891	False	None	False	None	None
g327.t1	cAMP-dependent protein kinase regulator	IPR001611	GO:0005515	SSF52047	False	None	False	None	None
g328.t1	Reticulocyte-binding protein 2 homolog a	None	None	None	False	None	False	None	None
g329.t1	Actin A	IPR004000,IPR004001,IPR020902,IPR043129	None	SSF53067	False	None	False	None	None
g330.t1	Actin A	IPR004000,IPR004001,IPR020902,IPR043129	None	SSF53067	False	None	False	None	None
g331.t1	Actin A	IPR004000,IPR004001,IPR020902,IPR043129	None	SSF53067	False	None	False	None	None
g332.t1	Actin B	IPR004000,IPR004001,IPR043129	None	SSF53067	False	None	False	None	None
g333.t1	Receptor-type adenylate cyclase ESAG 4	IPR001054,IPR029787	GO:0009190,GO:0035556	SSF55073	False	None	False	None	None
g334.t1	Receptor-type adenylate cyclase ESAG 4	IPR001054,IPR029787	GO:0009190,GO:0035556	SSF55073	False	None	False	None	None
g335.t1	Ankyrin repeats (3 copies), putative	IPR002110,IPR020683,IPR036770	GO:0005515	SSF48403	False	None	False	None	None
g336.t1	isopentenyl-diphosphate delta-isomerase	IPR000262,IPR011179	GO:0004452,GO:0008299,GO:0010181,GO:0016491	SSF51395	False	None	False	None	None
g337.t1	SAC3/GANP/Nin1/mts3/eIF-3 p25 family, putative	IPR005062	None	None	False	None	False	None	None
g338.t1	Developmentally-regulated GTP-binding protein 2	IPR004095,IPR005225,IPR006073,IPR006074,IPR012676,IPR027417,IPR031167,IPR031662	GO:0005525	SSF52540,SSF81271	False	None	False	None	None
g339.t1	Lsm12 protein	None	None	None	False	None	False	None	None
g340.t1	Present in the outer mitochondrial membrane proteome 5	None	None	None	False	None	False	None	None
g341.t1	WD domain, G-beta repeat, putative	IPR001680,IPR017986,IPR019775,IPR036322	GO:0005515	SSF50978	False	None	False	None	None
g342.t1	c-Myc-binding protein	IPR026060	GO:0003713,GO:0006355	None	False	None	False	None	None
g343.t1	tRNA (guanine-N(7)-)-methyltransferase, putative	IPR003358,IPR025763,IPR029063	GO:0006400,GO:0008176	SSF53335	False	None	False	None	None
g344.t1	hypothetical protein	None	None	None	False	None	False	None	None
g345.t1	GTP-binding protein, putative	IPR006073,IPR027417	GO:0005525	SSF52540	False	None	False	None	None
g346.t1	orf d	IPR016159	None	SSF74788	False	None	False	None	None
g347.t1	alpha-1,2-mannosyltransferase	IPR001296,IPR031814,IPR038013	GO:0004377,GO:0016757	SSF53756	False	None	False	None	None
g348.t1	60S ribosomal protein L37	IPR001569,IPR011332,IPR018267	GO:0003735,GO:0005840,GO:0006412	SSF57829	False	None	False	None	None
g349.t1	Proteinaceous RNase P 2	IPR031595,IPR033495	GO:0005739,GO:0008033	None	False	None	False	None	None
g350.t1	hypothetical protein	None	None	None	False	None	False	None	None
g351.t1	hypothetical protein	None	None	None	False	None	False	None	None
g352.t1	putative ankyrin repeat and zinc finger domain protein	IPR041175	None	None	False	None	False	None	None
g353.t1	Polyadenylate-binding protein 5	IPR000504,IPR002004,IPR003954,IPR006515,IPR035979,IPR036053	GO:0003676,GO:0003723	SSF54928,SSF63570	False	None	False	None	None
g354.t1	DNA repair protein RAD2, putative	None	None	None	False	None	False	None	None
g355.t1	target SNARE, putative	None	None	None	False	None	False	None	None
g356.t1	Phosphatidylcholine:ceramide cholinephosphotransferase 3	IPR025749	None	None	False	None	False	None	None
g357.t1	hypothetical protein	None	None	None	False	None	False	None	None
g358.t1	zinc finger protein family member, putative	IPR000571,IPR036855,IPR041367	GO:0046872	SSF90229	False	None	False	None	None
g359.t1	putative SET and MYND domain-containing protein 1 isoform X2	None	None	SSF82199	False	None	False	None	None
g360.t1	hypothetical protein	None	None	None	False	None	False	None	None
g361.t1	tubulin tyrosine ligase, putative	IPR004344	GO:0006464	SSF56059	False	None	False	None	None
g362.t1	Serine/threonine-protein kinase MARK1	IPR000719,IPR001849,IPR008271,IPR011009	GO:0004672,GO:0005524,GO:0006468	SSF50729,SSF56112	False	None	False	None	None
g363.t1	hypothetical protein	None	None	None	False	None	False	None	None
g364.t1	Meiotic recombination protein DMC1 homolog B	IPR003593,IPR010995,IPR011940,IPR013632,IPR016467,IPR020587,IPR020588,IPR027417,IPR033925	GO:0000150,GO:0000166,GO:0003677,GO:0005524,GO:0005634,GO:0006259,GO:0006281,GO:0007131,GO:0008094	SSF47794,SSF52540	False	None	False	None	None
g365.t1	Protein FAM184A	IPR029605	None	None	False	None	False	None	None
g366.t1	Mitochondrial import receptor subunit ATOM40, putative	None	None	None	False	None	False	None	None
g367.t1	Proteasome subunit alpha type-6	IPR000426,IPR001353,IPR023332,IPR029055,IPR034642	GO:0005839,GO:0006511,GO:0019773,GO:0051603	SSF56235	False	None	False	None	None
g368.t1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative	None	None	None	False	None	False	None	None
g369.t1	Histidine phosphatase superfamily (branch 1), putative	IPR013078,IPR029033	None	SSF53254	False	None	False	None	None
g370.t1	Flagellar pocket protein FP45	IPR001357,IPR036420	None	SSF52113	False	None	False	None	None
g371.t1	AMP deaminase 2	IPR001365,IPR006329,IPR006650,IPR032466	GO:0003876,GO:0009168,GO:0019239,GO:0032264	SSF51556	False	None	False	None	None
g372.t1	Peptidyl-prolyl cis-trans isomerase D	IPR001440,IPR002130,IPR011990,IPR013026,IPR019734,IPR020892,IPR029000	GO:0000413,GO:0003755,GO:0005515,GO:0006457	SSF48452,SSF50891	False	None	False	None	None
g373.t1	hypothetical protein	None	None	None	False	None	False	None	None
g374.t1	glyceraldehyde-3-phosphate dehydrogenase	IPR020828,IPR020829,IPR020831,IPR036291	GO:0016620,GO:0051287	SSF51735,SSF55347	False	None	False	None	None
g375.t1	Glycine cleavage system H protein, mitochondrial	IPR000089,IPR002930,IPR003016,IPR011053,IPR017453,IPR033753	GO:0005960,GO:0019464	SSF51230	False	None	False	None	None
g376.t1	Parkin coregulated gene protein	IPR016024,IPR019399	None	SSF48371	False	None	False	None	None
g377.t1	hypothetical protein	None	None	None	False	None	False	None	None
g378.t1	katanin	IPR028021	GO:0008017	None	False	None	False	None	None
g379.t1	small nuclear RNA gene activation protein (SNAP) 50, putative	IPR022042	None	None	False	None	False	None	None
g380.t1	rRNA-processing protein CGR1	None	None	None	False	None	False	None	None
g381.t1	chaperone protein DNAj	IPR001623,IPR027137,IPR036869	GO:0031204	SSF46565	False	None	False	None	None
